Report,Timeframe,Period,Type,Geography,Current Year Week Ending,ASP Current Year,Total Bulk and Bags,4046,4225,4770,TotalBagged,Sml Bagged,Lrg Bagged,X-Lrg Bagged,Unknown Bag Size
Category,Weekly,4,Conventional,Albany,2026/01/25,0.840237986,209898.0144,77711.63677,81485.4753,132.18372,50568.71857,41942.0303,6598.215143,423.5481412,1604.924986
Category,Weekly,3,Conventional,Albany,2026/01/18,0.853600812,168664.5976,55215.17734,69848.0198,46.26509017,43555.13537,34387.16693,7824.657851,242.0163133,1101.29427
Category,Weekly,2,Conventional,Albany,2026/01/11,0.830937455,177093.9285,62583.34372,72369.33509,90.05151263,42051.19821,32434.23768,8028.286273,301.5066355,1287.167622
Category,Weekly,1,Conventional,Albany,2026/01/04,0.826228325,176366.2425,55981.83883,83609.41982,146.2197939,36628.76404,28407.91975,7028.686494,229.3750175,962.782784
Category,Weekly,12,Conventional,Atlanta,2026/03/22,0.955566206,1330568.637,650348.2298,130900.7475,92.79190287,549226.8678,418393.8849,103143.3375,23481.91333,4207.732077
Category,Weekly,11,Conventional,Atlanta,2026/03/15,0.942641068,1325135.411,622684.4916,128599.663,43.10637256,573808.1498,417780.4008,123756.15,27981.58157,4290.017416
Category,Weekly,10,Conventional,Atlanta,2026/03/08,0.942965096,1340283.311,648931.5391,139960.0546,45.59923028,551346.1183,431098.3611,101696.9625,14907.12313,3643.671538
Category,Weekly,9,Conventional,Atlanta,2026/03/01,0.877406862,1297968.117,546076.5864,203284.6463,34.40855293,548572.476,420739.6388,115651.2,8040.251671,4141.385547
Category,Weekly,8,Conventional,Atlanta,2026/02/22,0.899094831,1293849.568,516530.994,229035.5669,71.25273333,548211.754,412637.6678,124233.6375,6913.197808,4427.250913
Category,Weekly,7,Conventional,Atlanta,2026/02/15,0.903810108,1237580.408,532273.3864,194297.0783,81.69757187,510928.2459,400557.8344,95718.91875,9865.544931,4785.947831
Category,Weekly,6,Conventional,Atlanta,2026/02/08,0.869330211,1449169.148,606877.1895,265446.8816,200.5273082,576644.5494,461823.8788,105736.1813,4045.502525,5038.986892
Category,Weekly,5,Conventional,Atlanta,2026/02/01,0.842710473,1237916.8,420340.3348,181991.6641,113.6941871,635471.107,561680.76,69187.25625,250.81875,4352.27201
Category,Weekly,4,Conventional,Atlanta,2026/01/25,0.916055604,1496645.317,604670.744,235343.2918,226.5298051,656404.7513,544207.6419,105366.45,438.6375,6392.021907
Category,Weekly,3,Conventional,Atlanta,2026/01/18,0.930615725,1364751.245,546967.8246,200232.3487,124.9500635,617426.1214,486642.098,125639.0625,248.0625,4896.898387
Category,Weekly,2,Conventional,Atlanta,2026/01/11,0.937188669,1415189.729,563710.101,226904.6486,90.61782293,624484.3612,448660.373,170292.15,280.35,5251.488193
Category,Weekly,1,Conventional,Atlanta,2026/01/04,0.926435177,1207268.989,516517.7352,209591.036,61.53559123,481098.6822,389567.0658,86373,207.1125,4951.503862
Category,Weekly,12,Conventional,Baltimore/Washington,2026/03/22,0.921272185,2100457.947,787855.4105,160815.0671,2246.643548,1149540.826,873570.3992,192221.6026,27245.673,56503.15089
Category,Weekly,11,Conventional,Baltimore/Washington,2026/03/15,0.914983487,2096259.825,775683.1818,159261.3253,2251.599379,1159063.719,880191.1487,179928.143,44666.72484,54277.70195
Category,Weekly,10,Conventional,Baltimore/Washington,2026/03/08,0.855862197,2187578.634,843943.9195,204043.0188,2367.310733,1137224.385,849335.0993,223675.1712,14173.88754,50040.22732
Category,Weekly,9,Conventional,Baltimore/Washington,2026/03/01,0.904722826,2046395.551,750433.8354,161399.4356,4198.85465,1130363.425,842101.471,223111.446,11599.06883,53551.43908
Category,Weekly,8,Conventional,Baltimore/Washington,2026/02/22,0.894487627,2117084.815,729965.9574,157740.4356,1874.864531,1227503.558,900416.7839,266750.5398,11976.37222,48359.86159
Category,Weekly,7,Conventional,Baltimore/Washington,2026/02/15,0.882005972,2112916.15,814721.7063,176014.7517,2130.795701,1120048.897,871375.6493,179147.2248,14578.601,54947.42158
Category,Weekly,6,Conventional,Baltimore/Washington,2026/02/08,0.847917512,2415136.708,985221.2491,215432.1005,4173.215591,1210310.143,928009.7865,218420.3244,8789.105252,55090.92674
Category,Weekly,5,Conventional,Baltimore/Washington,2026/02/01,0.906622402,1714066.361,641713.3774,137679.9806,3816.28417,930856.7188,716463.5471,160109.9314,11732.69498,42550.54533
Category,Weekly,4,Conventional,Baltimore/Washington,2026/01/25,0.877822737,2417855.809,857058.3584,194142.093,3400.380768,1363254.977,1006306.156,289007.3534,14822.47529,53118.99149
Category,Weekly,3,Conventional,Baltimore/Washington,2026/01/18,0.8839865,2222577.27,783953.5995,169265.2531,2634.805779,1266723.612,937667.7376,267686.0847,15665.84425,45703.94497
Category,Weekly,2,Conventional,Baltimore/Washington,2026/01/11,0.89143064,2299141.166,881881.1478,176836.6868,1968.937715,1238454.394,929233.8055,251384.9156,12333.72375,45501.94878
Category,Weekly,1,Conventional,Baltimore/Washington,2026/01/04,0.904708801,1893792.321,731801.0092,160095.2774,2337.712195,999558.3225,736377.7753,212919.6789,11500.99075,38759.87762
Category,Weekly,12,Conventional,Birmingham/Montgomery,2026/03/22,0.793053071,567342.4297,362692.3746,15183.21201,12.45326069,189454.3899,143536.7236,41803.9125,1605.114424,2508.639304
Category,Weekly,11,Conventional,Birmingham/Montgomery,2026/03/15,0.77597031,575428.301,363826.4452,16538.13003,27.77512595,195035.9507,148887.1154,41523.5625,2205.786846,2419.485923
Category,Weekly,10,Conventional,Birmingham/Montgomery,2026/03/08,0.800962678,578103.5812,356820.1159,28845.41231,9.201669052,192428.8513,149580.3148,38797.7625,1461.047751,2589.726276
Category,Weekly,9,Conventional,Birmingham/Montgomery,2026/03/01,0.759735849,554910.3558,308137.7434,55185.57081,37.81660489,191549.2249,146899.5892,40535.5125,882.0493378,3232.073896
Category,Weekly,8,Conventional,Birmingham/Montgomery,2026/02/22,0.768691839,547939.9176,295755.7312,58789.21271,13.64142072,193381.3323,147720.0632,41641.95,619.8965399,3399.422566
Category,Weekly,7,Conventional,Birmingham/Montgomery,2026/02/15,0.763300565,535612.2777,302051.7466,55786.68063,42.39428136,177731.4562,139422.356,34165.55625,628.332823,3515.211099
Category,Weekly,6,Conventional,Birmingham/Montgomery,2026/02/08,0.765842925,604461.9907,346626.779,66018.07134,47.24958479,191769.8907,152929.9998,34547.625,503.7490484,3788.516888
Category,Weekly,5,Conventional,Birmingham/Montgomery,2026/02/01,0.765460983,543433.9911,254146.1914,38779.79609,11.66204925,250496.3415,213398.3237,33225.15,550.85625,3322.011598
Category,Weekly,4,Conventional,Birmingham/Montgomery,2026/01/25,0.827791749,577133.2323,317808.3684,50338.01034,36.23011738,208950.6234,165758.9572,38205.16875,721.74375,4264.753639
Category,Weekly,3,Conventional,Birmingham/Montgomery,2026/01/18,0.829796145,552285.1351,300955.288,50965.80636,47.39269947,200316.6481,152389.203,44399.38125,567,2961.063837
Category,Weekly,2,Conventional,Birmingham/Montgomery,2026/01/11,0.819539481,574552.3891,317304.6698,55498.91773,48.165526,201700.636,144498.2559,53141.8125,606.375,3454.192625
Category,Weekly,1,Conventional,Birmingham/Montgomery,2026/01/04,0.837680263,500556.8491,281150.7665,52107.67668,22.05936941,167276.3465,129838.8678,34183.0125,428.00625,2826.460038
Category,Weekly,12,Conventional,Boise,2026/03/22,1.046884207,198695.6778,83118.67833,36588.12764,2228.447228,76760.42456,57490.3433,14040.3375,5067.960037,161.7837296
Category,Weekly,11,Conventional,Boise,2026/03/15,1.162113604,185902.9525,57873.14483,43627.69917,2021.051846,82381.05669,57592.44252,17964.1875,6617.197575,207.2290956
Category,Weekly,10,Conventional,Boise,2026/03/08,1.104915495,202625.3831,76282.39509,45473.64818,130.0396113,80739.3002,58129.4493,18085.4625,4342.453518,181.9348864
Category,Weekly,9,Conventional,Boise,2026/03/01,1.14691853,191418.0699,60946.08342,48083.77443,281.0889875,82107.1231,71667.57395,6626.025,3631.469675,182.0544785
Category,Weekly,8,Conventional,Boise,2026/02/22,1.082635564,199640.841,73611.48759,43168.53659,3287.511126,79573.30572,60205.78288,15672.0375,3513.494671,181.990672
Category,Weekly,7,Conventional,Boise,2026/02/15,1.12015341,176860.9562,54673.86307,48845.72482,154.2312064,73187.13708,54531.46066,14150.5875,4322.806423,182.2824878
Category,Weekly,6,Conventional,Boise,2026/02/08,1.120189254,217783.5203,61356.0084,51737.26577,98.5044907,104591.7416,88522.55063,9194.85,6717.356495,156.9844889
Category,Weekly,5,Conventional,Boise,2026/02/01,1.111803074,191404.0022,55785.35338,46767.12331,104.2598923,88747.26558,77179.35752,5512.5,5964.273238,91.13481817
Category,Weekly,4,Conventional,Boise,2026/01/25,1.090551392,192023.2722,64525.89689,51483.69823,50.53972617,75963.13736,64823.44394,6135.4125,4892.908975,111.3719426
Category,Weekly,3,Conventional,Boise,2026/01/18,1.087251498,218475.365,58929.67592,47882.16854,140.2473149,111523.2732,95204.14356,10550.925,5591.074962,177.1297141
Category,Weekly,2,Conventional,Boise,2026/01/11,1.173637571,199498.7412,53599.03468,52065.89629,321.4211638,93512.38909,78164.09735,10578.4875,4547.162546,222.6416885
Category,Weekly,1,Conventional,Boise,2026/01/04,1.191733838,186433.7658,56222.15748,53397.66951,238.2140251,76575.72477,62180.2612,10896.6375,3261.081267,237.7448072
Category,Weekly,12,Conventional,Boston,2026/03/22,0.950479679,935500.6711,362556.3011,278481.1688,601.2647217,293861.9366,269686.8177,15994.23172,360.3794312,7820.507678
Category,Weekly,11,Conventional,Boston,2026/03/15,0.996073309,957992.9995,287254.455,350758.1171,479.9587895,319500.4685,297503.4389,13767.48507,401.9911917,7827.55341
Category,Weekly,10,Conventional,Boston,2026/03/08,1.038905961,850753.7472,257776.5874,293061.8558,744.6442878,299170.6597,268045.5699,24049.20902,984.0437181,6091.83706
Category,Weekly,9,Conventional,Boston,2026/03/01,1.011022476,834740.9824,300498.8518,275749.4921,364.3566836,258128.2818,230276.9966,20159.00521,1069.55025,6622.72981
Category,Weekly,8,Conventional,Boston,2026/02/22,0.958956359,886854.7662,293416.4374,292456.305,287.800584,300694.2232,265667.6213,25388.107,1071.93957,8566.555369
Category,Weekly,7,Conventional,Boston,2026/02/15,0.914504837,1078434.181,370694.3017,438771.6839,401.0741404,268567.1215,240546.8579,19524.09066,656.2230961,7839.949794
Category,Weekly,6,Conventional,Boston,2026/02/08,1.007995955,925844.0106,305113.8544,308624.9806,255.1686629,311850.007,281401.7992,20364.89741,1022.769958,9060.540473
Category,Weekly,5,Conventional,Boston,2026/02/01,0.882889459,961516.6093,343712.5201,381091.282,414.9103804,236297.8969,212198.9651,17406.13653,409.6002694,6283.195005
Category,Weekly,4,Conventional,Boston,2026/01/25,0.99222867,1054409.869,320350.5269,381936.2721,329.8016969,351793.2678,323579.3634,15435.01353,619.3168451,12159.574
Category,Weekly,3,Conventional,Boston,2026/01/18,1.087626427,883925.1326,284368.2663,293010.5494,670.2271256,305876.0897,267255.9974,24278.07991,1499.493767,12842.51862
Category,Weekly,2,Conventional,Boston,2026/01/11,1.02233688,902224.1428,272365.9749,321073.1227,524.0975973,308260.9476,273604.9824,15911.11497,3826.08799,14918.76224
Category,Weekly,1,Conventional,Boston,2026/01/04,0.851634099,990392.4711,376442.5101,356331.6913,483.0599505,257135.2097,232893.5511,5742.255103,6135.427828,12363.97571
Category,Weekly,12,Conventional,Buffalo/Rochester,2026/03/22,0.842496922,310520.4462,117795.7581,28252.85955,967.3828129,163504.4458,153286.5699,5256.0375,0,4961.838348
Category,Weekly,11,Conventional,Buffalo/Rochester,2026/03/15,0.83624689,323961.2889,113411.4438,30595.91398,995.6900941,178958.241,164635.2262,9251.8125,2.75625,5068.446055
Category,Weekly,10,Conventional,Buffalo/Rochester,2026/03/08,0.852671583,331203.0903,128793.6554,31934.33126,1004.093901,169471.0097,155302.1995,9310.48125,13.78125,4844.547722
Category,Weekly,9,Conventional,Buffalo/Rochester,2026/03/01,0.834459359,315112.9803,116496.4613,31190.1095,1076.217075,166350.1924,151663.9277,10349.71875,8.26875,4328.277227
Category,Weekly,8,Conventional,Buffalo/Rochester,2026/02/22,0.827313522,323616.771,121222.2043,30170.8415,937.1569235,171286.5683,155792.9264,10823.79375,0,4669.848158
Category,Weekly,7,Conventional,Buffalo/Rochester,2026/02/15,0.802308648,295595.5735,114016.1867,28968.13097,782.9361067,151828.3197,137298.7085,9814.48125,24.80625,4690.323756
Category,Weekly,6,Conventional,Buffalo/Rochester,2026/02/08,0.799033297,370798.7164,168810.8685,35237.93344,1110.905737,165639.0088,149550.5295,11015.8125,16.5375,5056.129315
Category,Weekly,5,Conventional,Buffalo/Rochester,2026/02/01,0.81873136,280585.228,110210.5748,28936.52099,829.5927651,140608.5395,125148.2962,10725.88125,0,4734.362018
Category,Weekly,4,Conventional,Buffalo/Rochester,2026/01/25,0.857722923,332932.6258,114410.3659,36629.39178,987.6547448,180905.2134,165405.7136,9681.7875,2.75625,5814.956015
Category,Weekly,3,Conventional,Buffalo/Rochester,2026/01/18,0.847877863,321272.8813,116906.9951,33382.75514,1094.716419,169888.4147,156411.0299,9791.11875,8.26875,3677.997299
Category,Weekly,2,Conventional,Buffalo/Rochester,2026/01/11,0.821954719,343278.5852,128074.9333,36135.76352,768.3395693,178299.5488,162537.3494,10498.55625,8.26875,5255.374441
Category,Weekly,1,Conventional,Buffalo/Rochester,2026/01/04,0.822962799,300206.8012,121287.0774,32202.86522,814.9338059,145901.9248,132430.5503,7946.26875,30.31875,5494.786931
Category,Weekly,12,Conventional,Charlotte,2026/03/22,0.956442352,641568.4912,263504.1197,75162.40047,474.0525533,302427.9185,211432.0371,40999.875,2083.725,47912.28131
Category,Weekly,11,Conventional,Charlotte,2026/03/15,0.904172236,658793.6974,294285.1298,85674.70243,533.6832486,278300.1819,186199.3125,52077.375,2406.20625,37617.28811
Category,Weekly,10,Conventional,Charlotte,2026/03/08,0.90412411,659546.5122,270374.6608,86320.365,562.1730267,302289.3134,214731.5104,40964.7,1063.9125,45529.19042
Category,Weekly,9,Conventional,Charlotte,2026/03/01,0.911431069,624012.7582,237188.9801,87559.72521,514.1640964,298749.8887,208030.8921,41381.2875,157.10625,49180.60284
Category,Weekly,8,Conventional,Charlotte,2026/02/22,0.881023603,626105.9294,249881.0489,94793.43152,512.0796751,280919.3692,210801.7516,47438.2125,110.64375,22568.7614
Category,Weekly,7,Conventional,Charlotte,2026/02/15,0.894467069,560045.0792,225585.0935,80972.4005,451.9747523,253035.6105,184446.834,46768.575,135.05625,21685.14527
Category,Weekly,6,Conventional,Charlotte,2026/02/08,0.837384576,706053.0664,297168.2877,136856.2084,850.050953,271178.5194,206902.2547,46304.475,192.9375,17778.85222
Category,Weekly,5,Conventional,Charlotte,2026/02/01,0.946311687,573898.1243,207050.8124,84769.62616,576.1417655,281501.544,211692.7677,30431.8875,344.53125,39032.3575
Category,Weekly,4,Conventional,Charlotte,2026/01/25,0.942034214,632506.3009,211147.0584,78902.07173,443.1276941,342014.043,251887.6302,40413.975,418.1625,49294.27529
Category,Weekly,3,Conventional,Charlotte,2026/01/18,0.902885853,658814.5301,233506.3245,95790.6514,589.3553207,328928.1989,247979.0421,27836.8125,245.7,52866.64426
Category,Weekly,2,Conventional,Charlotte,2026/01/11,0.842192693,715092.7712,297866.1243,104964.6857,507.0483924,311754.9129,219854.7829,41010.6375,308.7,50580.79243
Category,Weekly,1,Conventional,Charlotte,2026/01/04,0.968015086,589851.2183,223073.6404,92114.61741,532.0600379,274130.9004,191501.8515,36693.3,267.75,45667.99891
Category,Weekly,12,Conventional,Chicago,2026/03/22,0.847174718,1998146.769,1015947.826,283576.3275,33688.35467,664934.2611,536607.1859,39119.98125,17548.97099,71658.12293
Category,Weekly,11,Conventional,Chicago,2026/03/15,0.828265642,2073119.068,1058592.261,274967.5699,17045.84713,722513.3893,605954.715,38214.09375,23331.90362,55012.67692
Category,Weekly,10,Conventional,Chicago,2026/03/08,0.830103367,2170331.302,1040287.254,335276.9581,26575.93425,768191.1556,671929.072,26639.8125,12870.84458,56751.42647
Category,Weekly,9,Conventional,Chicago,2026/03/01,0.81213021,2146205.432,1022592.725,309248.5639,44216.85402,770147.2894,670730.6969,35769.95625,14474.91248,49171.72374
Category,Weekly,8,Conventional,Chicago,2026/02/22,0.751640198,2220496.075,1076336.742,345515.49,33981.37991,764662.4632,669026.062,25119.675,13640.02682,56876.69933
Category,Weekly,7,Conventional,Chicago,2026/02/15,0.838828625,1737231.609,819310.0764,261415.817,28083.83059,628421.8848,548195.6628,6484.5375,14443.89716,59297.78736
Category,Weekly,6,Conventional,Chicago,2026/02/08,0.684575545,2607214.067,1461380.912,380031.4746,40923.91682,724877.7642,616154.3991,13254.80625,26592.06685,68876.49196
Category,Weekly,5,Conventional,Chicago,2026/02/01,0.797222739,2001169.923,1097067.738,191807.2506,30754.64505,681540.2895,519331.3901,89554.63125,26786.14071,45868.12741
Category,Weekly,4,Conventional,Chicago,2026/01/25,0.773823059,2070520.271,1061697.746,308624.2939,52957.5023,647240.7292,507186.8413,70930.25625,23335.50432,45788.12742
Category,Weekly,3,Conventional,Chicago,2026/01/18,0.783948024,2007500.473,997820.0013,288700.1321,57690.05216,663290.2879,531976.5546,23708.34375,17445.58777,90159.8018
Category,Weekly,2,Conventional,Chicago,2026/01/11,0.723042436,2455543.779,1284780.819,390862.7928,55782.78458,724117.3833,658405.7924,12087.8625,10222.93125,43400.79707
Category,Weekly,1,Conventional,Chicago,2026/01/04,0.793510862,1909392.074,993047.4023,223178.4633,93935.8577,599230.3504,514509.4162,35544.075,9797.2875,39379.57169
Category,Weekly,12,Conventional,Cincinnati/Dayton,2026/03/22,1.046961111,468351.1846,177922.1517,137548.225,17076.37322,135804.4347,85639.40047,14562.31875,35087.72921,514.9862205
Category,Weekly,11,Conventional,Cincinnati/Dayton,2026/03/15,1.072043314,448197.0407,175578.6356,135939.2044,6468.989264,130210.2114,84262.70087,22452.28125,22988.06997,507.1593214
Category,Weekly,10,Conventional,Cincinnati/Dayton,2026/03/08,1.079799855,454329.5522,162717.7617,159689.0326,11777.41524,120145.3427,82905.53195,21822.4125,14973.3456,444.0526816
Category,Weekly,9,Conventional,Cincinnati/Dayton,2026/03/01,1.11871762,429338.0198,168034.1291,121552.7224,18974.7766,120776.3918,90418.32245,18900,10871.99165,586.0776828
Category,Weekly,8,Conventional,Cincinnati/Dayton,2026/02/22,1.06389176,441641.4389,158181.1112,142724.1369,15725.58196,125010.6089,103877.3144,20529.73125,2.75625,600.8069425
Category,Weekly,7,Conventional,Cincinnati/Dayton,2026/02/15,1.103958756,417571.3683,155983.6083,130560.3914,14994.656,116032.7126,92440.42727,22747.06875,24.01875,821.1978312
Category,Weekly,6,Conventional,Cincinnati/Dayton,2026/02/08,1.100039889,499789.1439,178028.2557,157393.8645,22052.9753,142314.0483,116106.9694,25362.35625,24.80625,819.9164345
Category,Weekly,5,Conventional,Cincinnati/Dayton,2026/02/01,1.131366071,325429.767,132578.4388,70015.10667,3988.549865,118847.6717,103318.1274,14909.475,5.5125,614.5567987
Category,Weekly,4,Conventional,Cincinnati/Dayton,2026/01/25,1.131714029,544826.0929,184712.5701,191887.0166,14033.3003,154193.2059,138323.8516,14690.94375,19.29375,1159.11677
Category,Weekly,3,Conventional,Cincinnati/Dayton,2026/01/18,1.157496714,442943.1493,161819.8341,125460.2605,19235.91621,136427.1385,115628.0039,20055.2625,0,743.87208
Category,Weekly,2,Conventional,Cincinnati/Dayton,2026/01/11,1.166757971,468487.2701,171162.5391,152648.0524,16524.79703,128151.8816,100690.2692,26821.2,2.75625,637.6562021
Category,Weekly,1,Conventional,Cincinnati/Dayton,2026/01/04,1.07825985,419992.2771,159171.1509,131806.5973,16356.66398,112657.865,99429.17148,12126.05625,8.26875,1094.368475
Category,Weekly,12,Conventional,Columbus,2026/03/22,0.987632036,403559.2324,141950.453,112071.4485,14680.8622,134856.4687,109707.9925,24750.20625,94.63125,303.6387278
Category,Weekly,11,Conventional,Columbus,2026/03/15,1.015033538,386942.851,137321.3235,100124.1254,6505.637645,142991.7644,112130.1369,30377.94375,55.3875,428.2963216
Category,Weekly,10,Conventional,Columbus,2026/03/08,1.006377711,398280.824,140948.1315,110448.358,12675.25065,134209.0838,106940.1773,26851.125,53.2875,364.4939577
Category,Weekly,9,Conventional,Columbus,2026/03/01,1.033562863,386795.1139,131962.1617,97997.11429,20053.26286,136782.575,106408.8341,30041.2875,16.5375,315.9158956
Category,Weekly,8,Conventional,Columbus,2026/02/22,1.037649955,397132.5593,148125.5919,98264.47263,15747.74767,134994.7471,102355.0343,32210.0625,0,429.6502585
Category,Weekly,7,Conventional,Columbus,2026/02/15,1.044873538,354585.6224,138818.5411,81356.35659,12823.92131,121586.8033,98517.46903,22483.125,0,586.209312
Category,Weekly,6,Conventional,Columbus,2026/02/08,1.033052055,417640.9466,160275.5202,106480.8969,17091.2422,133793.2874,115505.6217,17590.65,0,697.0156878
Category,Weekly,5,Conventional,Columbus,2026/02/01,1.03474596,290857.0966,121623.8074,50612.27575,3552.889995,115068.1235,97361.394,17102.1375,0,604.5919942
Category,Weekly,4,Conventional,Columbus,2026/01/25,1.053567288,451120.5142,163865.1179,121901.1699,13320.40828,152033.8181,129602.6803,21483,0,948.1377538
Category,Weekly,3,Conventional,Columbus,2026/01/18,1.097510112,388738.6639,138461.2936,101532.9386,16440.45127,132303.9803,105380.7603,26272.575,0,650.6450068
Category,Weekly,2,Conventional,Columbus,2026/01/11,1.082206623,400972.0708,158657.0619,98803.50565,13005.65395,130505.8493,104157.6512,25599.525,2.75625,745.9168636
Category,Weekly,1,Conventional,Columbus,2026/01/04,1.037776296,359924.1361,144803.3576,88265.27583,14851.75654,112003.7461,99711.44353,11524.8,0,767.5025374
Category,Weekly,12,Conventional,Dallas/Ft. Worth,2026/03/22,0.811633406,2069255.611,877532.242,122512.5108,173790.6603,895420.1974,771695.8687,95812.42141,16465.11638,11446.79092
Category,Weekly,11,Conventional,Dallas/Ft. Worth,2026/03/15,0.785871571,1990952.213,866308.904,84945.0471,138635.668,901062.5941,783635.7587,87516.78456,17066.09358,12843.95725
Category,Weekly,10,Conventional,Dallas/Ft. Worth,2026/03/08,0.769771924,2109127.374,888117.4868,134643.6524,166609.6837,919756.5506,801008.776,94491.89264,9354.239465,14901.64243
Category,Weekly,9,Conventional,Dallas/Ft. Worth,2026/03/01,0.76911837,2046410.258,929661.8577,73478.79352,160278.1652,882991.4418,767505.4996,91293.89809,10575.2339,13616.81021
Category,Weekly,8,Conventional,Dallas/Ft. Worth,2026/02/22,0.736027585,2226892.475,863792.441,64405.59765,188976.8225,1109717.614,993652.5594,91830.72367,10631.38827,13602.94281
Category,Weekly,7,Conventional,Dallas/Ft. Worth,2026/02/15,0.804831702,1943163.485,874497.8433,103570.5113,133379.754,831715.3766,716070.5133,85992.04582,14305.67494,15347.14252
Category,Weekly,6,Conventional,Dallas/Ft. Worth,2026/02/08,0.76741094,2223142.414,881934.1339,203043.6761,163318.0019,974846.6022,852869.6855,88663.49459,15393.9584,17919.46364
Category,Weekly,5,Conventional,Dallas/Ft. Worth,2026/02/01,0.809793451,1629148.239,659546.8946,127898.5553,108206.6139,733496.1751,631751.1556,70550.78561,17439.40651,13754.82736
Category,Weekly,4,Conventional,Dallas/Ft. Worth,2026/01/25,0.785177466,2385744.436,1037240.872,109436.6991,188845.2758,1050221.589,882544.6878,117289.805,25013.43574,25373.66018
Category,Weekly,3,Conventional,Dallas/Ft. Worth,2026/01/18,0.805670185,2018180.184,853403.8294,92309.83914,107083.3384,965383.1774,822070.2616,106330.5972,15979.72812,21002.59041
Category,Weekly,2,Conventional,Dallas/Ft. Worth,2026/01/11,0.796018709,2165680.942,929832.6744,90806.55242,148433.8107,996607.904,888911.7739,85045.90003,853.9119003,21796.31826
